INDICATOR_ID,INDICATOR_LABEL_EN
43143,"Europe: Students from Lithuania, male (number)"
43144,"Europe: Students from Luxembourg, male (number)"
43145,"Europe: Students from Malta, male (number)"
43146,"Europe: Students from Monaco, male (number)"
43147,"Europe: Students from Montenegro, male (number)"
43148,"Europe: Students from the Netherlands, male (number)"
43149,"Europe: Students from Norway, male (number)"
43150,"Europe: Students from Poland, male (number)"
43151,"Europe: Students from Portugal, male (number)"
43152,"Europe: Students from the Republic of Moldova, male (number)"
43153,"Europe: Students from Romania, male (number)"
43154,"Europe: Students from the Russian Federation, male (number)"
43155,"Europe: Students from San Marino, male (number)"
43156,"Europe: Students from Serbia, male (number)"
43157,"Europe: Students from Slovakia, male (number)"
43158,"Europe: Students from Slovenia, male (number)"
43159,"Europe: Students from Spain, male (number)"
43160,"Europe: Students from Sweden, male (number)"
43161,"Europe: Students from Switzerland, male (number)"
43162,"Europe: Students from North Macedonia, male (number)"
43163,"Europe: Students from the Ukraine, male (number)"
43164,"Europe: Students from the United Kingdom, male (number)"
43165,"Europe: Students from unknown countries, male (number)"
43166,"Inbound internationally mobile students from Europe, male (number)"
43167,"Oceania: Students from Australia, male (number)"
43168,"Oceania: Students from the Cook Islands, male (number)"
43169,"Oceania: Students from Fiji, male (number)"
43170,"Oceania: Students from Kiribati, male (number)"
43171,"Oceania: Students from the Marshall Islands, male (number)"
43172,"Oceania: Students from the Federated States of Micronesia, male (number)"
43173,"Oceania: Students from Nauru, male (number)"
43174,"Oceania: Students from New Zealand, male (number)"
43175,"Oceania: Students from Niue, male (number)"
43176,"Oceania: Students from Palau, male (number)"
43177,"Oceania: Students from Papua New Guinea, male (number)"
43178,"Oceania: Students from Samoa, male (number)"
43179,"Oceania: Students from the Solomon Islands, male (number)"
43180,"Oceania: Students from Tokelau, male (number)"
43181,"Oceania: Students from Tonga, male (number)"
43182,"Oceania: Students from Tuvalu, male (number)"
43183,"Oceania: Students from Vanuatu, male (number)"
43184,"Oceania: Students from unknown countries, male (number)"
43185,"Inbound internationally mobile students from Oceania, male (number)"
43186,"Inbound internationally mobile students from unknown continents, male (number)"
43188,"Total inbound internationally mobile students, male (number)"
43189,"Africa: Students from Algeria, female (number)"
43190,"Africa: Students from Angola, female (number)"
43191,"Africa: Students from Benin, female (number)"
43192,"Africa: Students from Botswana, female (number)"
43193,"Africa: Students from Burkina Faso, female (number)"
43194,"Africa: Students from Burundi, female (number)"
43195,"Africa: Students from Cape Verde, female (number)"
43196,"Africa: Students from Cameroon, female (number)"
43197,"Africa: Students from the Central African Republic, female (number)"
43198,"Africa: Students from Chad, female (number)"
43199,"Africa: Students from Comoros, female (number)"
43200,"Africa: Students from the Congo, female (number)"
43201,"Africa: Students from Côte d'Ivoire, female (number)"
43202,"Africa: Students from the Democratic Republic of the Congo, female (number)"
43203,"Africa: Students from Djibouti, female (number)"
43204,"Africa: Students from Egypt, female (number)"
43205,"Africa: Students from Equatorial Guinea, female (number)"
43206,"Africa: Students from Eritrea, female (number)"
43207,"Africa: Students from Ethiopia, female (number)"
43208,"Africa: Students from Gabon, female (number)"
43209,"Africa: Students from the Gambia, female (number)"
43210,"Africa: Students from Ghana, female (number)"
43211,"Africa: Students from Guinea, female (number)"
43212,"Africa: Students from Guinea-Bissau, female (number)"
43213,"Africa: Students from Kenya, female (number)"
43214,"Africa: Students from Lesotho, female (number)"
43215,"Africa: Students from Liberia, female (number)"
43216,"Africa: Students from Libya, female (number)"
43217,"Africa: Students from Madagascar, female (number)"
43218,"Africa: Students from Malawi, female (number)"
43219,"Africa: Students from Mali, female (number)"
43220,"Africa: Students from Mauritania, female (number)"
43221,"Africa: Students from Mauritius, female (number)"
43222,"Africa: Students from Morocco, female (number)"
43223,"Africa: Students from Mozambique, female (number)"
43224,"Africa: Students from Namibia, female (number)"
43225,"Africa: Students from Niger, female (number)"
43226,"Africa: Students from Nigeria, female (number)"
43227,"Africa: Students from Rwanda, female (number)"
43228,"Africa: Students from Sao Tome and Principe, female (number)"
43229,"Africa: Students from Senegal, female (number)"
43230,"Africa: Students from Seychelles, female (number)"
43231,"Africa: Students from Sierra Leone, female (number)"
43232,"Africa: Students from Somalia, female (number)"
43233,"Africa: Students from South Africa, female (number)"
43234,"Africa: Students from South Sudan, female (number)"
43235,"Africa: Students from Sudan, female (number)"
43236,"Africa: Students from Eswatini, female (number)"
43237,"Africa: Students from Togo, female (number)"
43238,"Africa: Students from Tunisia, female (number)"
43239,"Africa: Students from Uganda, female (number)"
43240,"Africa: Students from the United Republic of Tanzania, female (number)"
43241,"Africa: Students from Zambia, female (number)"
43242,"Africa: Students from Zimbabwe, female (number)"
43243,"Africa: Students from unknown countries, female (number)"
43244,"Inbound internationally mobile students from Africa, female (number)"
43245,"North America: Students from Bermuda, female (number)"
43246,"North America: Students from Canada, female (number)"
43247,"North America: Students from the United States, female (number)"
43248,"North America: Students from unknown countries, female (number)"
43249,"Inbound internationally mobile students from North America, female (number)"
43250,"Caribbean and Central America: Students from Anguilla, female (number)"
43251,"Caribbean and Central America: Students from Antigua and Barbuda, female (number)"
43252,"South America: Students from Argentina, female (number)"
43253,"Caribbean and Central America: Students from Aruba, female (number)"
43254,"Caribbean and Central America: Students from Bahamas, female (number)"
43255,"Caribbean and Central America: Students from Barbados, female (number)"
43256,"Caribbean and Central America: Students from Belize, female (number)"
43257,"South America: Students from the Plurinational State of Bolivia, female (number)"
43258,"South America: Students from Brazil, female (number)"
43259,"Caribbean and Central America: Students from the British Virgin Islands, female (number)"
43260,"Caribbean and Central America: Students from the Cayman Islands, female (number)"
43261,"South America: Students from Chile, female (number)"
43262,"South America: Students from Colombia, female (number)"
43263,"Caribbean and Central America: Students from Costa Rica, female (number)"
43264,"Caribbean and Central America: Students from Cuba, female (number)"
43266,"Caribbean and Central America: Students from Dominica, female (number)"
43267,"Caribbean and Central America: Students from Dominican Republic, female (number)"
43268,"South America: Students from Ecuador, female (number)"
43269,"Caribbean and Central America: Students from El Salvador, female (number)"
43270,"Caribbean and Central America: Students from Grenada, female (number)"
43271,"Caribbean and Central America: Students from Guatemala, female (number)"
43272,"South America: Students from Guyana, female (number)"
43273,"Caribbean and Central America: Students from Haiti, female (number)"
43274,"Caribbean and Central America: Students from Honduras, female (number)"
43275,"Caribbean and Central America: Students from Jamaica, female (number)"
43276,"Caribbean and Central America: Students from Mexico, female (number)"
43277,"Caribbean and Central America: Students from Montserrat, female (number)"
43278,"Caribbean and Central America: Students from Nicaragua, female (number)"
43279,"Caribbean and Central America: Students from Panama, female (number)"
43280,"South America: Students from Paraguay, female (number)"
43281,"South America: Students from Peru, female (number)"
43283,"Caribbean and Central America: Students from Saint Kitts and Nevis, female (number)"
43284,"Caribbean and Central America: Students from Saint Lucia, female (number)"
43285,"Caribbean and Central America: Students from Saint Vincent and the Grenadines, female (number)"
43287,"South America: Students from Suriname, female (number)"
43288,"Caribbean and Central America: Students from Trinidad and Tobago, female (number)"
43289,"Caribbean and Central America: Students from the Turks and Caicos Islands, female (number)"
43290,"South America: Students from Uruguay, female (number)"
43291,"South America: Students from the Bolivarian Republic of Venezuela, female (number)"
43294,"Asia: Students from Afghanistan, female (number)"
43295,"Asia: Students from Armenia, female (number)"
43296,"Asia: Students from Azerbaijan, female (number)"
43297,"Asia: Students from Bahrain, female (number)"
43298,"Asia: Students from Bangladesh, female (number)"
43299,"Asia: Students from Bhutan, female (number)"
43300,"Asia: Students from Brunei Darussalam, female (number)"
43301,"Asia: Students from Cambodia, female (number)"
43302,"Asia: Students from China, female (number)"
43303,"Asia: Students from Hong Kong, Special Administrative Region of China, female (number)"
43304,"Asia: Students from Macao, Special Administrative Region of China, female (number)"
43305,"Asia: Students from Cyprus, female (number)"
43306,"Asia: Students from the Democratic People's Republic of Korea, female (number)"
43307,"Asia: Students from Georgia, female (number)"
43308,"Asia: Students from India, female (number)"
43309,"Asia: Students from Indonesia, female (number)"
43310,"Asia: Students from the Islamic Republic of Iran, female (number)"
43311,"Asia: Students from Iraq, female (number)"
43312,"Asia: Students from Israel, female (number)"
43313,"Asia: Students from Japan, female (number)"
43314,"Asia: Students from Jordan, female (number)"
43315,"Asia: Students from Kazakhstan, female (number)"
43316,"Asia: Students from Kuwait, female (number)"
43317,"Asia: Students from Kyrgyzstan, female (number)"
43318,"Asia: Students from Lao People's Democratic Republic, female (number)"
43319,"Asia: Students from Lebanon, female (number)"
43320,"Asia: Students from Malaysia, female (number)"
43321,"Asia: Students from Maldives, female (number)"
43322,"Asia: Students from Mongolia, female (number)"
43323,"Asia: Students from Myanmar, female (number)"
43324,"Asia: Students from Nepal, female (number)"
43325,"Asia: Students from Oman, female (number)"
43326,"Asia: Students from Pakistan, female (number)"
43327,"Asia: Students from Palestine, female (number)"
43328,"Asia: Students from the Philippines, female (number)"
43329,"Asia: Students from Qatar, female (number)"
43330,"Asia: Students from the Republic of Korea, female (number)"
43331,"Asia: Students from Saudi Arabia, female (number)"
43332,"Asia: Students from Singapore, female (number)"
43333,"Asia: Students from Sri Lanka, female (number)"
43334,"Asia: Students from the Syrian Arab Republic, female (number)"
43335,"Asia: Students from Tajikistan, female (number)"
43336,"Asia: Students from Thailand, female (number)"
43337,"Asia: Students from Timor-Leste, female (number)"
43338,"Asia: Students from Turkey, female (number)"
43339,"Asia: Students from Turkmenistan, female (number)"
43340,"Asia: Students from the United Arab Emirates, female (number)"
43341,"Asia: Students from Uzbekistan, female (number)"
43342,"Asia: Students from Viet Nam, female (number)"
43343,"Asia: Students from the Yemen, female (number)"
43344,"Asia: Students from unknown countries, female (number)"
43345,"Inbound internationally mobile students from Asia, female (number)"
43346,"Europe: Students from Albania, female (number)"
43347,"Europe: Students from Andorra, female (number)"
43348,"Europe: Students from Austria, female (number)"
43349,"Europe: Students from Belarus, female (number)"
43350,"Europe: Students from Belgium, female (number)"
43351,"Europe: Students from Bosnia and Herzegovina, female (number)"
43352,"Europe: Students from Bulgaria, female (number)"
43353,"Europe: Students from Croatia, female (number)"
43354,"Europe: Students from the Czechia, female (number)"
43355,"Europe: Students from Denmark, female (number)"
43356,"Europe: Students from Estonia, female (number)"
43357,"Europe: Students from Finland, female (number)"
43358,"Europe: Students from France, female (number)"
43359,"Europe: Students from Germany, female (number)"
43360,"Europe: Students from Gibraltar, female (number)"
43361,"Europe: Students from Greece, female (number)"
43362,"Europe: Students from the Holy See, female (number)"
43363,"Europe: Students from Hungary, female (number)"
43364,"Europe: Students from Iceland, female (number)"
43365,"Europe: Students from Ireland, female (number)"
43366,"Europe: Students from Italy, female (number)"
43367,"Europe: Students from Latvia, female (number)"
43368,"Europe: Students from Liechtenstein, female (number)"
43369,"Europe: Students from Lithuania, female (number)"
43370,"Europe: Students from Luxembourg, female (number)"
43371,"Europe: Students from Malta, female (number)"
43372,"Europe: Students from Monaco, female (number)"
43373,"Europe: Students from Montenegro, female (number)"
43374,"Europe: Students from the Netherlands, female (number)"
43375,"Europe: Students from Norway, female (number)"
43376,"Europe: Students from Poland, female (number)"
43377,"Europe: Students from Portugal, female (number)"
43378,"Europe: Students from the Republic of Moldova, female (number)"
43379,"Europe: Students from Romania, female (number)"
43380,"Europe: Students from the Russian Federation, female (number)"
43381,"Europe: Students from San Marino, female (number)"
43382,"Europe: Students from Serbia, female (number)"
43383,"Europe: Students from Slovakia, female (number)"
43384,"Europe: Students from Slovenia, female (number)"
43385,"Europe: Students from Spain, female (number)"
43386,"Europe: Students from Sweden, female (number)"
43387,"Europe: Students from Switzerland, female (number)"
43388,"Europe: Students from North Macedonia, female (number)"
43389,"Europe: Students from the Ukraine, female (number)"
43390,"Europe: Students from the United Kingdom, female (number)"
43391,"Europe: Students from unknown countries, female (number)"
43392,"Inbound internationally mobile students from Europe, female (number)"
43393,"Oceania: Students from Australia, female (number)"
43394,"Oceania: Students from the Cook Islands, female (number)"
43395,"Oceania: Students from Fiji, female (number)"
43396,"Oceania: Students from Kiribati, female (number)"
43397,"Oceania: Students from the Marshall Islands, female (number)"
43398,"Oceania: Students from the Federated States of Micronesia, female (number)"
43399,"Oceania: Students from Nauru, female (number)"
43400,"Oceania: Students from New Zealand, female (number)"
43401,"Oceania: Students from Niue, female (number)"
43402,"Oceania: Students from Palau, female (number)"
43403,"Oceania: Students from Papua New Guinea, female (number)"
43404,"Oceania: Students from Samoa, female (number)"
43405,"Oceania: Students from the Solomon Islands, female (number)"
43406,"Oceania: Students from Tokelau, female (number)"
43407,"Oceania: Students from Tonga, female (number)"
43408,"Oceania: Students from Tuvalu, female (number)"
43409,"Oceania: Students from Vanuatu, female (number)"
43410,"Oceania: Students from unknown countries, female (number)"
43411,"Inbound internationally mobile students from Oceania, female (number)"
43412,"Inbound internationally mobile students from unknown continents, female (number)"
43617,"Teachers in tertiary education programmes, male (number)"
43618,"Teachers in tertiary education ISCED 5 programmes, male (number)"
901203,"Africa: Students from South Sudan, both sexes (number)"
901204,"Africa: Students from Sudan, both sexes (number)"
999973,"Official entrance age to early childhood education (years)"
999974,"Theoretical duration of early childhood education (years)"
999975,"Official entrance age to lower secondary education (years)"
999976,"Theoretical duration of lower secondary education (years)"
999977,"Official entrance age to upper secondary education (years)"
999978,"Theoretical duration of upper secondary education (years)"
999987,"Official entrance age to post-secondary non-tertiary education (years)"
999988,"Theoretical duration of post-secondary non-tertiary education (years)"
ASTAFF.6T8,"Teachers in tertiary education ISCED 6, 7 and 8 programmes, both sexes (number)"
ASTAFF.6T8.F,"Teachers in tertiary education ISCED 6, 7 and 8 programmes, female (number)"
ASTAFF.6T8.M,"Teachers in tertiary education ISCED 6, 7 and 8 programmes, male (number)"
E.5T8.FOREIGN.ORG40500,"Inbound internationally mobile students from North America and Western Europe, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40500.F,"Inbound internationally mobile students from North America and Western Europe, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40500.GPIA,"Inbound internationally mobile students from North America and Western Europe, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40500.M,"Inbound internationally mobile students from North America and Western Europe, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505,"Inbound internationally mobile students from Central Asia, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505.F,"Inbound internationally mobile students from Central Asia, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505.GPIA,"Inbound internationally mobile students from Central Asia, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40505.M,"Inbound internationally mobile students from Central Asia, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515,"Inbound internationally mobile students from East Asia and the Pacific, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515.F,"Inbound internationally mobile students from East Asia and the Pacific, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515.GPIA,"Inbound internationally mobile students from East Asia and the Pacific, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40515.M,"Inbound internationally mobile students from East Asia and the Pacific, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520,"Inbound internationally mobile students from Latin America and the Caribbean, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520.F,"Inbound internationally mobile students from Latin America and the Caribbean, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520.GPIA,"Inbound internationally mobile students from Latin America and the Caribbean, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40520.M,"Inbound internationally mobile students from Latin America and the Caribbean, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525,"Inbound internationally mobile students from the Arab States, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525.F,"Inbound internationally mobile students from the Arab States, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525.GPIA,"Inbound internationally mobile students from the Arab States, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40525.M,"Inbound internationally mobile students from the Arab States, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530,"Inbound internationally mobile students from Central and Eastern Europe, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530.F,"Inbound internationally mobile students from Central and Eastern Europe, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530.GPIA,"Inbound internationally mobile students from Central and Eastern Europe, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40530.M,"Inbound internationally mobile students from Central and Eastern Europe, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535,"Inbound internationally mobile students from South and West Asia, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535.F,"Inbound internationally mobile students from South and West Asia, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535.GPIA,"Inbound internationally mobile students from South and West Asia, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40535.M,"Inbound internationally mobile students from South and West Asia, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540,"Inbound internationally mobile students from sub-Saharan Africa, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540.F,"Inbound internationally mobile students from sub-Saharan Africa, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540.GPIA,"Inbound internationally mobile students from sub-Saharan Africa, adjusted gender parity index (GPIA) (UIS estimate)"
E.5T8.FOREIGN.ORG40540.M,"Inbound internationally mobile students from sub-Saharan Africa, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG99000000,"Inbound internationally mobile students from unknown regions, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG99000000.GPIA,"Inbound internationally mobile students from unknown regions, adjusted gender parity index (GPIA) (UIS estimate)"
FOSGP.5T8.F1000,"Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)"
FOSGP.5T8.F1000.F,"Percentage of graduates from tertiary education graduating from Services programmes, female (%)"
FOSGP.5T8.F1000.GPIA,"Percentage of graduates from tertiary education graduating from Services programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F1000.M,"Percentage of graduates from tertiary education graduating from Services programmes, male (%)"
FOSGP.5T8.F110,"Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)"
FOSGP.5T8.F110.F,"Percentage of graduates from tertiary education graduating from Education programmes, female (%)"
FOSGP.5T8.F110.GPIA,"Percentage of graduates from tertiary education graduating from Education programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F110.M,"Percentage of graduates from tertiary education graduating from Education programmes, male (%)"
FOSGP.5T8.F200,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)"
FOSGP.5T8.F200.F,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, female (%)"
FOSGP.5T8.F200.GPIA,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F200.M,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, male (%)"
FOSGP.5T8.F300,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)"
FOSGP.5T8.F300.F,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female (%)"
FOSGP.5T8.F300.GPIA,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F300.M,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male (%)"
FOSGP.5T8.F400,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)"
FOSGP.5T8.F400.F,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, female (%)"
FOSGP.5T8.F400.GPIA,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F400.M,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, male (%)"
FOSGP.5T8.F500,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)"
FOSGP.5T8.F500.F,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)"
FOSGP.5T8.F500.GPIA,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F500.M,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)"
FOSGP.5T8.F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)"
FOSGP.5T8.F500600700.F,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)"
FOSGP.5T8.F500600700.GPIA,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, adjusted gender parity index (GPIA)"
FOSGP.5T8.F500600700.M,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)"
FOSGP.5T8.F600,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)"
FOSGP.5T8.F600.F,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)"
FOSGP.5T8.F600.GPIA,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F600.M,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)"
FOSGP.5T8.F700,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)"
FOSGP.5T8.F700.F,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, female (%)"
FOSGP.5T8.F700.GPIA,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F700.M,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, male (%)"
FOSGP.5T8.F800,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)"
FOSGP.5T8.F800.F,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)"
FOSGP.5T8.F800.GPIA,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F800.M,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)"
FOSGP.5T8.F900,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, both sexes (%)"
FOSGP.5T8.F900.F,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, female (%)"
FOSGP.5T8.F900.GPIA,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F900.M,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, male (%)"
FOSGP.5T8.FNON500600700,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
FOSGP.5T8.FNON500600700.F,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, female (%)"
FOSGP.5T8.FNON500600700.GPIA,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, adjusted gender parity index (GPIA)"
FOSGP.5T8.FNON500600700.M,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, male (%)"
FOSGP.5T8.FUK,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)"
FOSGP.5T8.FUK.F,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, female (%)"
FOSGP.5T8.FUK.GPIA,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, adjusted gender parity index (GPIA)"
FOSGP.5T8.FUK.M,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, male (%)"
FTP.02,"Percentage of teachers in pre-primary education who are female (%)"
FTP.1,"Percentage of teachers in primary education who are female (%)"
FTP.2,"Percentage of teachers in lower secondary education who are female (%)"
FTP.2T3,"Percentage of teachers in secondary education who are female (%)"
FTP.3,"Percentage of teachers in upper secondary education who are female (%)"
FTP.4,"Percentage of teachers in post-secondary non-tertiary education who are female (%)"
FTP.5T8,"Percentage of teachers in tertiary education who are female (%)"
GER.1,"Gross enrolment ratio, primary, both sexes (%)"
GER.1.F,"Gross enrolment ratio, primary, female (%)"
GER.1.GPIA,"Gross enrolment ratio, primary, adjusted gender parity index (GPIA)"
GER.1.M,"Gross enrolment ratio, primary, male (%)"
GER.1T2,"Gross enrolment ratio, primary and lower secondary, both sexes (%)"
GER.1T2.F,"Gross enrolment ratio, primary and lower secondary, female (%)"
GER.1T2.GPIA,"Gross enrolment ratio, primary and lower secondary, adjusted gender parity index (GPIA)"
GER.1T2.M,"Gross enrolment ratio, primary and lower secondary, male (%)"
GER.1T3,"Gross enrolment ratio, primary and secondary, both sexes (%)"
GER.1T3.F,"Gross enrolment ratio, primary and secondary, female (%)"
GER.1T3.GPIA,"Gross enrolment ratio, primary and secondary, adjusted gender parity index (GPIA)"
GER.1T3.M,"Gross enrolment ratio, primary and secondary, male (%)"
GER.1T8,"Gross enrolment ratio, primary to tertiary, both sexes (%)"
GER.1T8.F,"Gross enrolment ratio, primary to tertiary, female (%)"
GER.1T8.GPIA,"Gross enrolment ratio, primary to tertiary, adjusted gender parity index (GPIA)"
GER.1T8.M,"Gross enrolment ratio, primary to tertiary, male (%)"
GER.2,"Gross enrolment ratio, lower secondary, both sexes (%)"
GER.2.F,"Gross enrolment ratio, lower secondary, female (%)"
GER.2.GPIA,"Gross enrolment ratio, lower secondary, adjusted gender parity index (GPIA)"
GER.2.M,"Gross enrolment ratio, lower secondary, male (%)"
GER.2T3,"Gross enrolment ratio, secondary, both sexes (%)"
GER.2T3.F,"Gross enrolment ratio, secondary, female (%)"
GER.2T3.GPIA,"Gross enrolment ratio, secondary, adjusted gender parity index (GPIA)"
GER.2T3.M,"Gross enrolment ratio, secondary, male (%)"
GER.3,"Gross enrolment ratio, upper secondary, both sexes (%)"
GER.3.F,"Gross enrolment ratio, upper secondary, female (%)"
GER.3.GPIA,"Gross enrolment ratio, upper secondary, adjusted gender parity index (GPIA)"
GER.3.M,"Gross enrolment ratio, upper secondary, male (%)"
GER.4,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)"
GER.4.F,"Gross enrolment ratio, post-secondary non-tertiary, female (%)"
GER.4.GPIA,"Gross enrolment ratio, post-secondary non-tertiary, adjusted gender parity index (GPIA)"
GER.4.M,"Gross enrolment ratio, post-secondary non-tertiary, male (%)"
GGR.6T7,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)"
GGR.6T7.F,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)"
GGR.6T7.GPIA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)"
GGR.6T7.M,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)"
GTVP.2.GPV,"Share of all students in lower secondary education enrolled in general programmes, both sexes (%)"
GTVP.2.GPV.F,"Share of all students in lower secondary education enrolled in general programmes, female (%)"
GTVP.2.GPV.GPIA,"Share of all students in lower secondary education enrolled in general programmes, adjusted gender parity index (GPIA)"
GTVP.2.GPV.M,"Share of all students in lower secondary education enrolled in general programmes, male (%)"
GTVP.2.V,"Share of all students in lower secondary education enrolled in vocational programmes, both sexes (%)"
GTVP.2.V.F,"Share of all students in lower secondary education enrolled in vocational programmes, female (%)"
GTVP.2.V.GPIA,"Share of all students in lower secondary education enrolled in vocational programmes, adjusted gender parity index (GPIA)"
