STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REGION,,LOCATION,,INCOME,,VAR,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MEASURE,,UNIT_MULT,,BASE_PER,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,LBN,,UMI,,RAPFR__2,,2019,,45.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,LBN,,UMI,,RCL__2,,2019,,62.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,LBY,,UMI,,DF__2,,2019,,40.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,LBY,,UMI,,DF__2,,2019,,40.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MKD,,UMI,,SIGI_2,,2019,,18,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MKD,,UMI,,DF__2,,2019,,27.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MKD,,UMI,,RPI__2,,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MKD,,UMI,,RAPFR__2,,2019,,13.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MKD,,UMI,,RCL__2,,2019,,15.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MKD,,UMI,,SIGI_2,,2019,,18,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MKD,,UMI,,DF__2,,2019,,27.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MKD,,UMI,,RPI__2,,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MKD,,UMI,,RAPFR__2,,2019,,13.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MKD,,UMI,,RCL__2,,2019,,15.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,MYS,,UMI,,DF__2,,2019,,80.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MYS,,UMI,,DF__2,,2019,,80.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,MDV,,UMI,,DF__2,,2019,,80,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,MDV,,UMI,,RPI__2,,2019,,29,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MDV,,UMI,,DF__2,,2019,,80,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MDV,,UMI,,RPI__2,,2019,,29,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,MUS,,UMI,,DF__2,,2019,,52.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,MUS,,UMI,,RAPFR__2,,2019,,19.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,MUS,,UMI,,RCL__2,,2019,,40.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MUS,,UMI,,DF__2,,2019,,52.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MUS,,UMI,,RAPFR__2,,2019,,19.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MUS,,UMI,,RCL__2,,2019,,40.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,NAM,,UMI,,SIGI_2,,2019,,27.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,SRB,,UMI,,DF__2,,2019,,32.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,NAM,,UMI,,DF__2,,2019,,33.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,NAM,,UMI,,RPI__2,,2019,,12.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,NAM,,UMI,,RAPFR__2,,2019,,26.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,NAM,,UMI,,RCL__2,,2019,,35.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,NAM,,UMI,,SIGI_2,,2019,,27.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,NAM,,UMI,,DF__2,,2019,,33.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,NAM,,UMI,,RPI__2,,2019,,12.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,NAM,,UMI,,RAPFR__2,,2019,,26.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,NAM,,UMI,,RCL__2,,2019,,35.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PRY,,UMI,,SIGI_2,,2019,,32.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PRY,,UMI,,DF__2,,2019,,46.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PRY,,UMI,,RPI__2,,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PRY,,UMI,,RAPFR__2,,2019,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PRY,,UMI,,RCL__2,,2019,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PRY,,UMI,,SIGI_2,,2019,,32.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PRY,,UMI,,DF__2,,2019,,46.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PRY,,UMI,,RPI__2,,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PRY,,UMI,,RAPFR__2,,2019,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PRY,,UMI,,RCL__2,,2019,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PER,,UMI,,SIGI_2,,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PER,,UMI,,DF__2,,2019,,47.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PER,,UMI,,RPI__2,,2019,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PER,,UMI,,RAPFR__2,,2019,,5.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,PER,,UMI,,RCL__2,,2019,,12.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PER,,UMI,,SIGI_2,,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PER,,UMI,,DF__2,,2019,,47.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PER,,UMI,,RPI__2,,2019,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PER,,UMI,,RAPFR__2,,2019,,5.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,PER,,UMI,,RCL__2,,2019,,12.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,ROU,,UMI,,SIGI_2,,2019,,16.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,ROU,,UMI,,DF__2,,2019,,28,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,ROU,,UMI,,RPI__2,,2019,,7.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,ROU,,UMI,,RAPFR__2,,2019,,7.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,ROU,,UMI,,RCL__2,,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ROU,,UMI,,SIGI_2,,2019,,16.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ROU,,UMI,,DF__2,,2019,,28,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ROU,,UMI,,RPI__2,,2019,,7.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ROU,,UMI,,RAPFR__2,,2019,,7.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ROU,,UMI,,RCL__2,,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,RUS,,UMI,,SIGI_2,,2019,,22.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,RUS,,UMI,,DF__2,,2019,,22.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,RUS,,UMI,,RPI__2,,2019,,19.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,RUS,,UMI,,RAPFR__2,,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MMR,,LWI,,SIGI_2,,2019,,42.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,RUS,,UMI,,SIGI_2,,2019,,22.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,RUS,,UMI,,DF__2,,2019,,22.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,RUS,,UMI,,RPI__2,,2019,,19.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,RUS,,UMI,,RAPFR__2,,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,RUS,,UMI,,RCL__2,,2019,,31.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,WSM,,UMI,,DF__2,,2019,,42.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,WSM,,UMI,,RPI__2,,2019,,36.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,WSM,,UMI,,DF__2,,2019,,42.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,WSM,,UMI,,RPI__2,,2019,,36.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,ZAF,,UMI,,SIGI_2,,2019,,22.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,ZAF,,UMI,,DF__2,,2019,,33.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,ZAF,,UMI,,RPI__2,,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,ZAF,,UMI,,RAPFR__2,,2019,,19.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,ZAF,,UMI,,RCL__2,,2019,,21,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ZAF,,UMI,,SIGI_2,,2019,,22.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ZAF,,UMI,,DF__2,,2019,,33.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ZAF,,UMI,,RPI__2,,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ZAF,,UMI,,RAPFR__2,,2019,,19.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,ZAF,,UMI,,RCL__2,,2019,,21,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,THA,,UMI,,SIGI_2,,2019,,35.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,THA,,UMI,,DF__2,,2019,,33.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,THA,,UMI,,RPI__2,,2019,,22.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,THA,,UMI,,RAPFR__2,,2019,,25.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,THA,,UMI,,RCL__2,,2019,,56.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,THA,,UMI,,SIGI_2,,2019,,35.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,THA,,UMI,,DF__2,,2019,,33.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,THA,,UMI,,RPI__2,,2019,,22.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,THA,,UMI,,RAPFR__2,,2019,,25.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,THA,,UMI,,RCL__2,,2019,,56.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,TKM,,UMI,,DF__2,,2019,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,TKM,,UMI,,DF__2,,2019,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,VEN,,UMI,,DF__2,,2019,,43.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,VEN,,UMI,,RAPFR__2,,2019,,12.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,VEN,,UMI,,RCL__2,,2019,,14.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,VEN,,UMI,,DF__2,,2019,,43.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,VEN,,UMI,,RAPFR__2,,2019,,12.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,VEN,,UMI,,RCL__2,,2019,,14.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,SRB,,UMI,,SIGI_2,,2019,,19.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,SRB,,UMI,,DF__2,,2019,,32.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,SRB,,UMI,,RPI__2,,2019,,6.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,SRB,,UMI,,RAPFR__2,,2019,,19.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,SRB,,UMI,,RCL__2,,2019,,18,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,SRB,,UMI,,SIGI_2,,2019,,19.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,SLV,,LWI,,DF__2,,2019,,26.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,SRB,,UMI,,RPI__2,,2019,,6.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,SRB,,UMI,,RAPFR__2,,2019,,19.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,SRB,,UMI,,RCL__2,,2019,,18,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MNE,,UMI,,DF__2,,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MNE,,UMI,,RAPFR__2,,2019,,28.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,MNE,,UMI,,RCL__2,,2019,,13.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MNE,,UMI,,DF__2,,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MNE,,UMI,,RAPFR__2,,2019,,28.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,MNE,,UMI,,RCL__2,,2019,,13.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,AGO,,LWI,,DF__2,,2019,,47.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,AGO,,LWI,,RPI__2,,2019,,19,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,AGO,,LWI,,DF__2,,2019,,47.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,AGO,,LWI,,RPI__2,,2019,,19,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BGD,,LWI,,SIGI_2,,2019,,54.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BGD,,LWI,,DF__2,,2019,,82.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BGD,,LWI,,RPI__2,,2019,,28.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BGD,,LWI,,RAPFR__2,,2019,,52.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BGD,,LWI,,RCL__2,,2019,,47.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BGD,,LWI,,SIGI_2,,2019,,54.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BGD,,LWI,,DF__2,,2019,,82.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BGD,,LWI,,RPI__2,,2019,,28.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BGD,,LWI,,RAPFR__2,,2019,,52.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BGD,,LWI,,RCL__2,,2019,,47.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BTN,,LWI,,DF__2,,2019,,40.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,BTN,,LWI,,RPI__2,,2019,,22.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BTN,,LWI,,DF__2,,2019,,40.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BTN,,LWI,,RPI__2,,2019,,22.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,BOL,,LWI,,SIGI_2,,2019,,21.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,BOL,,LWI,,DF__2,,2019,,28.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,BOL,,LWI,,RPI__2,,2019,,16.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,BOL,,LWI,,RAPFR__2,,2019,,27.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,BOL,,LWI,,RCL__2,,2019,,12.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BOL,,LWI,,SIGI_2,,2019,,21.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BOL,,LWI,,DF__2,,2019,,28.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BOL,,LWI,,RPI__2,,2019,,16.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BOL,,LWI,,RAPFR__2,,2019,,27.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,BOL,,LWI,,RCL__2,,2019,,12.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,KHM,,LWI,,SIGI_2,,2019,,29.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,KHM,,LWI,,DF__2,,2019,,34.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,KHM,,LWI,,RPI__2,,2019,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,KHM,,LWI,,RAPFR__2,,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ASI,,KHM,,LWI,,RCL__2,,2019,,40.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,KHM,,LWI,,SIGI_2,,2019,,29.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,EUR,,RUS,,UMI,,RCL__2,,2019,,31.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,KHM,,LWI,,RPI__2,,2019,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,KHM,,LWI,,RAPFR__2,,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,KHM,,LWI,,RCL__2,,2019,,40.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CMR,,LWI,,SIGI_2,,2019,,51.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CMR,,LWI,,DF__2,,2019,,51.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CMR,,LWI,,RPI__2,,2019,,26.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CMR,,LWI,,RAPFR__2,,2019,,77.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CMR,,LWI,,RCL__2,,2019,,45.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CMR,,LWI,,SIGI_2,,2019,,51.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CMR,,LWI,,DF__2,,2019,,51.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CMR,,LWI,,RPI__2,,2019,,26.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CMR,,LWI,,RAPFR__2,,2019,,77.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CMR,,LWI,,RCL__2,,2019,,45.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CPV,,LWI,,DF__2,,2019,,36.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CPV,,LWI,,RPI__2,,2019,,9.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CPV,,LWI,,DF__2,,2019,,36.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CPV,,LWI,,RPI__2,,2019,,9.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,COG,,LWI,,DF__2,,2019,,42.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,COG,,LWI,,RCL__2,,2019,,58.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,COG,,LWI,,DF__2,,2019,,42.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,COG,,LWI,,RCL__2,,2019,,58.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CIV,,LWI,,SIGI_2,,2019,,42.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CIV,,LWI,,DF__2,,2019,,29.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CIV,,LWI,,RPI__2,,2019,,35.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CIV,,LWI,,RAPFR__2,,2019,,76.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,CIV,,LWI,,RCL__2,,2019,,20.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CIV,,LWI,,SIGI_2,,2019,,42.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CIV,,LWI,,DF__2,,2019,,29.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CIV,,LWI,,RPI__2,,2019,,35.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CIV,,LWI,,RAPFR__2,,2019,,76.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,CIV,,LWI,,RCL__2,,2019,,20.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,DJI,,LWI,,DF__2,,2019,,72.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,DJI,,LWI,,DF__2,,2019,,72.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,EGY,,LWI,,DF__2,,2019,,78.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AFR,,EGY,,LWI,,RAPFR__2,,2019,,64.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,EGY,,LWI,,DF__2,,2019,,78.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,ALL,,EGY,,LWI,,RAPFR__2,,2019,,64.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,SLV,,LWI,,SIGI_2,,2019,,22.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,SLV,,LWI,,DF__2,,2019,,26.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,SLV,,LWI,,RPI__2,,2019,,27.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),,I,AME,,SLV,,LWI,,RAPFR__2,,2019,,20,,A,,,,,,,
